GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Players,1631288,Jamal Cain,Jamal,26,14,12,0.538,259.09166666666664,34,79,0.43,11,31,0.355,18,23,0.783,15,22,37,10,8,10,5,3,22,15,97,-27,193.4,0,0,185.0,15,15,7,16,16,15,15,14,13,14,12,15,15,15,14,15,15,18,15,15,14,6,7,16,15,19,16,11,3,16
Players,1631298,Jack White,Jack,4,0,4,0.0,63.64833333333333,2,16,0.125,2,10,0.2,0,0,0.0,4,8,12,1,2,4,1,0,3,0,6,-28,34.9,0,0,31.0,31,31,3,31,32,32,31,33,25,24,25,29,31,29,27,30,31,32,29,25,28,1,2,32,32,12,32,15,1,32
Players,1631303,Justin Minaya,Justin,34,3,31,0.088,380.98333333333335,22,74,0.297,12,49,0.245,5,9,0.556,30,26,56,21,9,9,10,5,35,12,61,-81,207.7,0,0,188.0,12,17,12,21,14,17,15,21,14,13,16,19,18,18,10,19,15,16,18,16,12,6,7,18,17,7,17,13,1,17
Players,1631306,Cole Swider,Cole,18,8,10,0.444,86.79833333333333,15,38,0.395,10,30,0.333,2,2,1.0,1,6,7,5,8,1,1,0,4,1,42,-20,55.9,0,0,68.0,16,17,6,20,19,18,18,17,16,15,16,18,18,1,20,19,19,20,15,19,18,1,2,19,18,17,19,11,3,19
Players,1631311,Lester Quinones,Lester,37,24,13,0.649,394.455,56,141,0.397,32,88,0.364,20,29,0.69,21,51,72,36,17,6,2,8,44,36,164,17,311.4,0,0,320.0,13,13,5,5,13,13,13,15,10,10,8,12,12,10,12,13,13,14,13,13,16,6,6,12,13,11,13,10,2,13
Players,1631321,Sidy Cissoko,Sidy,12,5,7,0.417,140.91833333333332,16,33,0.485,1,12,0.083,12,15,0.8,8,14,22,10,3,7,3,2,18,11,45,25,113.4,0,0,98.0,16,15,5,5,16,16,16,8,17,14,18,14,15,8,14,16,16,16,16,15,14,6,6,15,16,2,16,7,3,16
Players,1631323,Simone Fontecchio,Simone,50,25,25,0.5,1159.7833333333333,161,358,0.45,91,233,0.391,32,40,0.8,52,124,176,73,51,30,18,21,81,35,445,9,858.7,0,0,881.0,10,5,8,1,8,8,7,14,4,5,6,11,11,10,7,11,11,9,10,9,8,13,12,10,8,4,10,14,2,10
Players,1631338,Mouhamadou Gueye,Mouhamadou,11,0,11,0.0,119.94166666666666,11,38,0.289,0,3,0.0,4,9,0.444,12,11,23,5,12,3,18,6,15,10,26,-80,112.1,0,0,96.0,23,26,9,26,24,24,23,26,26,26,26,23,22,25,22,25,24,25,21,25,5,10,7,22,24,19,23,12,2,24
Players,1631367,Jacob Gilyard,Jacob,37,10,27,0.27,653.7616666666667,60,144,0.417,51,120,0.425,2,2,1.0,8,35,43,131,29,27,5,5,35,14,173,-156,488.1,0,0,462.0,10,12,24,20,13,20,18,18,9,11,2,26,28,1,20,21,21,6,16,12,17,11,18,20,17,26,16,15,1,16
Players,1631376,Dmytro Skapintsev,Dmytro,2,0,2,0.0,2.1333333333333333,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,26,26,5,26,26,24,25,24,21,24,21,21,22,21,19,26,26,24,24,22,20,1,1,24,24,14,26,7,3,26
Players,1631386,Taze Moore,Taze,4,1,3,0.25,40.333333333333336,8,19,0.421,1,7,0.143,1,2,0.5,4,4,8,5,3,2,0,0,4,3,18,-22,38.1,0,0,36.0,22,20,1,9,22,20,21,11,17,19,17,21,20,19,20,22,22,20,21,20,21,1,2,20,21,3,21,13,1,21
Players,1631466,Nate Williams,Nate,22,11,11,0.5,129.385,27,50,0.54,2,5,0.4,7,13,0.538,12,11,23,7,4,4,1,8,10,9,63,23,112.1,0,0,105.0,13,14,5,8,14,14,14,2,15,15,3,14,14,17,13,16,15,15,15,14,17,5,3,14,14,9,14,10,4,14
Players,1641705,Victor Wembanyama,Victor,71,19,52,0.268,2106.235,551,1186,0.465,128,394,0.325,292,367,0.796,161,594,755,274,260,88,254,27,153,381,1522,-143,3605.0,43,2,3363.0,6,2,14,10,4,1,1,14,2,2,12,1,1,9,1,1,1,3,1,1,1,14,18,1,1,12,1,1,1,1
Players,1641706,Brandon Miller,Brandon,74,18,56,0.243,2382.963333333333,476,1083,0.44,184,493,0.373,143,173,0.827,60,255,315,175,132,66,42,45,184,194,1279,-510,2111.5,1,0,2169.0,1,1,26,14,2,2,2,12,1,1,6,2,3,10,4,3,3,5,2,1,2,25,26,1,2,25,2,9,2,2
Players,1641707,Taylor Hendricks,Taylor,40,13,27,0.325,856.4316666666666,108,240,0.45,53,140,0.379,23,29,0.793,46,139,185,32,27,28,30,12,77,21,292,-150,709.0,1,0,678.0,14,14,11,15,12,11,12,12,8,9,7,12,13,12,10,6,10,13,15,11,3,8,11,15,11,17,11,8,2,11
Players,1641708,Amen Thompson,Amen,62,30,32,0.484,1388.5316666666668,239,446,0.536,8,58,0.138,106,155,0.684,148,261,409,163,90,78,38,38,141,132,592,45,1585.3,13,1,1404.0,9,8,9,15,6,6,7,4,13,11,15,7,5,12,2,4,4,4,4,2,4,14,13,5,6,7,5,4,2,6
Players,1641709,Ausar Thompson,Ausar,63,10,53,0.159,1582.805,232,480,0.483,21,113,0.186,71,119,0.597,129,273,402,120,84,68,59,33,175,118,556,-231,1515.4,2,0,1353.0,3,4,27,16,4,4,5,11,14,8,25,7,5,26,2,2,2,6,5,1,1,28,29,4,6,24,4,5,1,4
Players,1641710,Anthony Black,Anthony,69,39,30,0.565,1164.21,115,247,0.466,37,94,0.394,49,80,0.613,33,106,139,91,56,35,21,16,110,79,316,-33,731.3,0,0,695.0,6,7,14,11,9,11,10,9,11,11,3,9,9,14,10,10,10,9,8,10,8,9,12,7,10,17,12,6,2,12
Players,1641711,Gradey Dick,Gradey,60,18,42,0.3,1267.6683333333333,189,445,0.425,88,241,0.365,44,51,0.863,27,105,132,68,50,34,2,26,87,48,510,-378,828.4,0,0,870.0,2,4,29,15,6,8,7,17,4,4,5,11,11,4,11,10,11,12,8,6,24,24,24,10,8,30,9,12,2,8
Players,1641712,Rayan Rupert,Rayan,39,7,32,0.179,633.225,54,161,0.335,28,78,0.359,19,25,0.76,24,68,92,62,31,12,3,21,56,21,155,-124,372.4,0,0,367.0,10,12,13,18,13,13,13,19,12,12,6,13,14,12,14,13,13,14,13,14,18,11,11,14,13,11,13,13,1,13
Players,1641713,GG Jackson,GG,48,14,34,0.292,1233.165,241,563,0.428,102,286,0.357,115,153,0.752,53,143,196,59,65,28,24,40,64,101,699,-194,1113.7,2,0,1160.0,6,8,29,18,5,4,4,16,5,4,8,3,3,16,8,8,6,15,6,11,8,31,23,4,3,28,5,7,1,5
Players,1641715,Cam Whitmore,Cam,47,19,28,0.404,880.3333333333334,212,467,0.454,79,220,0.359,76,112,0.679,44,136,180,33,46,30,17,33,64,74,579,-28,939.5,1,0,965.0,11,12,7,17,10,7,6,10,6,5,9,8,8,13,9,7,8,11,8,10,9,13,7,8,7,14,8,7,4,7
Players,1641716,Jarace Walker,Jarace,33,18,15,0.545,340.42333333333335,45,110,0.409,22,55,0.4,8,9,0.889,12,51,63,40,17,15,11,1,29,12,120,19,316.6,0,0,297.0,13,14,10,19,14,14,14,16,12,13,5,15,15,3,14,14,14,14,13,14,10,5,9,14,14,12,14,12,3,14
Players,1641717,Cason Wallace,Cason,82,57,25,0.695,1691.9216666666666,217,442,0.491,98,234,0.419,29,37,0.784,52,135,187,120,45,76,37,23,129,38,561,127,1259.4,0,0,1192.0,1,1,20,13,6,7,7,8,5,7,6,9,10,13,7,9,8,5,8,3,6,16,18,9,7,8,6,5,2,7
Players,1641718,Keyonte George,Keyonte,75,27,48,0.36,2022.5766666666664,319,815,0.391,147,440,0.334,189,223,0.848,15,196,211,332,188,36,7,51,91,203,974,-374,1666.2,1,0,1750.0,2,2,20,11,2,5,4,18,2,1,10,3,3,5,15,4,5,2,1,7,12,18,14,3,4,21,5,8,2,4
Players,1641720,Jalen Hood-Schifino,Jalen,21,10,11,0.476,108.98333333333332,10,45,0.222,2,15,0.133,12,20,0.6,2,11,13,8,9,3,2,5,13,10,34,-54,67.6,0,0,67.0,14,14,9,18,14,14,14,18,15,13,15,13,13,16,15,13,13,15,14,15,13,10,8,13,13,18,14,8,4,14
Players,1641721,Maxwell Lewis,Maxwell,34,18,16,0.529,102.825,4,21,0.19,1,9,0.111,2,3,0.667,2,2,4,6,10,2,1,3,5,2,11,-73,23.8,0,0,28.0,11,12,11,15,15,18,15,19,17,15,16,15,15,13,15,19,17,16,13,16,14,9,5,16,19,19,19,8,4,17
Players,1641722,Jordan Hawkins,Jordan,67,38,29,0.567,1160.58,174,456,0.382,109,298,0.366,67,80,0.838,29,119,148,70,40,19,7,17,72,43,524,12,844.6,0,0,903.0,4,6,18,13,10,7,7,15,4,3,9,8,8,5,11,10,10,11,9,11,11,13,11,10,7,14,11,8,2,10
Players,1641723,Kobe Bufkin,Kobe,17,8,9,0.471,196.00333333333333,34,92,0.37,9,40,0.225,4,8,0.5,6,27,33,27,10,7,5,7,20,8,81,-35,187.1,0,0,174.0,16,15,4,5,15,12,13,15,13,11,16,15,13,17,15,14,14,13,13,15,13,9,6,14,14,8,14,9,3,14
Players,1641724,Jett Howard,Jett,18,9,9,0.5,66.51666666666667,10,30,0.333,7,25,0.28,2,4,0.5,1,6,7,6,3,2,2,0,4,3,29,4,55.4,0,0,57.0,16,16,3,16,17,16,16,18,13,13,14,16,16,16,17,17,17,17,17,16,16,1,2,16,16,11,16,6,2,17
Players,1641726,Dereck Lively II,Dereck,55,35,20,0.636,1294.2816666666668,221,296,0.747,0,2,0.0,41,81,0.506,135,243,378,60,50,36,77,20,144,75,483,144,1315.6,8,0,1147.0,8,8,15,7,6,5,10,2,20,20,20,8,6,19,1,3,2,11,8,6,1,16,21,9,6,5,5,2,2,5
Players,1641727,Dariq Whitehead,Dariq,2,1,1,0.5,23.98333333333333,1,5,0.2,0,3,0.0,1,2,0.5,0,4,4,3,0,0,1,1,0,1,3,-22,15.3,0,0,12.0,21,20,1,1,21,20,21,20,19,20,19,19,19,18,21,19,20,20,21,21,18,2,1,19,20,8,21,13,1,21
Players,1641729,Brice Sensabaugh,Brice,32,8,24,0.25,584.3633333333333,85,218,0.39,34,115,0.296,37,41,0.902,16,86,102,55,47,13,6,13,43,33,241,-173,455.9,1,0,470.0,15,15,7,18,13,14,13,19,12,10,14,10,10,1,14,14,14,11,11,13,15,10,8,12,13,18,14,8,2,14
Players,1641730,Noah Clowney,Noah,23,10,13,0.435,369.85833333333335,50,93,0.538,12,33,0.364,21,30,0.7,26,55,81,18,15,8,16,8,25,28,133,-54,314.2,1,0,292.0,14,14,8,4,14,14,14,4,12,12,8,13,13,13,12,15,15,15,15,15,8,8,7,14,14,14,15,9,1,15
Players,1641731,Bilal Coulibaly,Bilal,63,11,52,0.175,1715.25,188,432,0.435,64,185,0.346,92,131,0.702,56,200,256,110,87,57,48,43,137,101,532,-419,1232.2,1,0,1172.0,6,5,19,14,6,7,6,14,6,6,9,5,5,18,5,4,4,7,5,4,3,20,19,6,6,20,7,9,2,7
Players,1641732,Colby Jones,Colby,30,15,15,0.5,191.73666666666668,28,71,0.394,2,22,0.091,6,11,0.545,17,23,40,20,10,7,5,4,29,9,64,9,168.0,0,0,150.0,15,15,6,17,15,15,15,17,13,13,17,14,14,16,14,15,15,12,14,15,13,6,7,15,15,10,15,7,2,15
Players,1641733,Nick Smith Jr.,Nick,51,9,42,0.176,728.71,113,289,0.391,63,146,0.432,13,15,0.867,18,54,72,59,39,10,7,12,55,14,302,-194,488.9,0,0,530.0,6,9,21,20,14,11,8,22,7,7,4,16,17,5,12,16,16,12,13,18,16,13,17,19,11,19,15,11,2,13
Players,1641734,Emoni Bates,Emoni,15,8,7,0.533,132.815,15,49,0.306,10,33,0.303,1,4,0.25,1,13,14,10,8,1,2,3,5,7,41,-84,73.8,0,0,81.0,14,14,3,14,15,15,15,17,12,11,13,15,15,15,16,15,15,14,15,16,14,5,3,14,15,17,15,8,2,15
Players,1641735,Amari Bailey,Amari,10,1,9,0.1,64.63333333333334,8,24,0.333,1,8,0.125,6,7,0.857,6,3,9,7,4,3,0,0,2,4,23,5,49.3,0,0,46.0,23,24,4,23,25,25,25,24,21,20,21,22,22,7,22,26,24,23,23,23,24,1,1,23,25,1,25,11,2,25
Players,1641738,Kobe Brown,Kobe,44,27,17,0.614,393.9983333333333,37,90,0.411,14,48,0.292,1,2,0.5,20,42,62,25,9,12,6,6,49,3,89,-92,245.9,0,0,226.0,11,11,9,17,13,13,13,13,10,11,11,16,15,16,11,13,12,12,13,13,12,9,10,16,13,19,13,11,4,13
Players,1641739,Toumani Camara,Toumani,70,19,51,0.271,1739.32,197,438,0.45,58,172,0.337,75,99,0.758,139,204,343,87,84,66,33,27,174,115,527,-189,1282.1,2,0,1213.0,2,1,20,7,4,8,9,8,8,10,8,8,8,14,3,3,3,9,5,2,5,13,21,5,8,14,6,6,1,6
Players,1641741,Ricky Council IV,Ricky,32,15,17,0.469,288.64,54,112,0.482,12,32,0.375,53,71,0.746,14,32,46,16,5,8,1,6,17,44,173,12,274.2,1,0,265.0,14,18,20,27,19,15,16,8,18,19,11,7,7,15,17,18,18,20,20,19,21,13,10,9,15,12,18,7,2,18
Players,1641745,Adam Flagler,Adam,2,2,0,1.0,14.016666666666667,1,7,0.143,1,6,0.167,0,0,0.0,0,0,0,4,0,0,0,0,0,0,3,0,9.0,0,0,8.0,22,22,1,1,22,22,22,22,19,19,20,20,21,20,22,22,22,18,22,21,20,1,1,21,22,15,22,5,2,22
Players,1641748,Andre Jackson Jr.,Andre,57,33,24,0.579,572.3283333333334,50,100,0.5,17,46,0.37,8,11,0.727,43,70,113,50,28,16,6,3,92,11,125,-89,373.6,1,0,349.0,7,8,13,16,12,13,13,4,13,13,8,14,14,13,5,11,9,11,9,11,11,7,14,14,13,21,13,6,3,13
Players,1641749,Keyontae Johnson,Keyontae,9,7,2,0.778,66.2,5,16,0.313,1,3,0.333,0,0,0.0,4,6,10,4,4,1,0,2,5,0,11,-7,28.0,0,0,28.0,21,20,2,4,20,20,19,20,19,21,15,20,21,20,17,21,19,18,16,17,20,8,3,21,21,20,21,5,2,21
Players,1641753,Chris Livingston,Chris,21,13,8,0.619,90.53333333333332,11,22,0.5,1,5,0.2,3,4,0.75,3,18,21,5,5,2,0,3,15,4,26,-27,59.7,0,0,57.0,15,15,6,8,16,16,16,4,17,17,17,15,15,12,16,14,14,16,16,17,17,7,6,16,16,16,16,9,3,16
Players,1641754,Seth Lundy,Seth,9,2,7,0.222,51.98333333333333,4,17,0.235,3,13,0.231,3,4,0.75,1,6,7,0,1,0,0,2,6,3,14,-13,21.4,0,0,24.0,17,18,3,19,19,19,19,19,15,15,15,16,16,12,19,19,19,19,18,19,18,3,2,17,19,3,19,9,3,19
Players,1641757,Jordan Miller,Jordan,8,5,3,0.625,28.191666666666663,5,9,0.556,1,2,0.5,2,2,1.0,3,2,5,0,1,0,0,2,2,1,13,-13,18.0,0,0,19.0,17,17,5,15,20,17,18,3,16,18,1,15,15,1,17,19,19,20,19,20,21,6,2,19,17,15,20,11,4,20
Players,1641763,Julian Phillips,Julian,40,20,20,0.5,322.55,32,77,0.416,12,38,0.316,13,19,0.684,12,24,36,13,10,7,7,7,40,19,89,-4,183.7,0,0,178.0,11,10,8,3,12,13,13,14,11,12,11,11,11,12,13,14,14,12,12,13,13,9,7,11,13,10,13,12,1,13
Players,1641764,Brandin Podziemski,Brandin,74,41,33,0.554,1968.253333333333,271,597,0.454,90,234,0.385,50,79,0.633,118,309,427,273,88,61,14,35,122,123,682,264,1740.9,7,0,1622.0,2,3,15,13,3,5,5,10,4,4,4,10,9,13,3,2,1,4,5,2,10,14,13,4,5,1,4,2,2,5
Players,1641765,Olivier-Maxence Prosper,Olivier-Maxence,40,24,16,0.6,336.21166666666664,40,104,0.385,13,45,0.289,28,41,0.683,25,54,79,22,8,7,4,6,20,28,121,-86,273.8,0,0,257.0,13,12,11,13,15,16,16,19,13,13,16,14,14,13,12,14,14,15,18,16,14,9,6,14,16,19,15,10,2,15
Players,1641766,Adama Sanogo,Adama,9,3,6,0.333,65.76166666666667,14,27,0.519,0,0,0.0,8,12,0.667,19,17,36,0,5,1,0,2,5,7,36,34,77.2,1,0,74.0,15,16,4,18,16,16,16,3,16,18,16,13,13,13,11,16,14,17,16,17,18,3,2,15,16,2,16,5,1,16
Players,1641767,Ben Sheppard,Ben,57,32,25,0.561,814.26,90,229,0.393,49,156,0.314,23,26,0.885,15,74,89,53,15,33,2,14,88,23,252,69,528.3,0,0,513.0,10,10,14,15,12,13,13,18,9,8,14,13,13,4,13,13,13,12,14,11,14,11,13,12,13,9,13,12,3,13
Players,1641771,Jalen Slawson,Jalen,12,8,4,0.667,36.975,4,6,0.667,0,2,0.0,0,0,0.0,1,6,7,2,2,1,1,0,8,1,8,-6,23.4,0,0,21.0,16,16,3,1,17,16,19,1,18,19,18,19,19,19,17,17,17,18,16,16,16,1,4,17,17,14,17,7,2,17
Players,1641774,Tristan Vukcevic,Tristan,10,3,7,0.3,153.41166666666666,29,67,0.433,10,36,0.278,17,22,0.773,6,30,36,13,10,5,7,3,28,18,85,32,173.7,0,0,168.0,21,19,3,2,20,20,20,16,17,17,19,17,18,11,21,20,20,20,19,20,17,5,8,19,20,2,20,13,2,20
Players,1641775,Jordan Walsh,Jordan,9,9,0,1.0,83.47333333333333,6,15,0.4,2,9,0.222,1,2,0.5,5,15,20,5,3,5,1,0,11,3,15,47,61.5,0,0,54.0,17,17,1,1,17,17,17,18,15,14,16,18,18,18,17,16,16,18,17,16,16,1,3,17,18,13,17,10,3,17
Players,1641778,Leaky Black,Leaky,26,2,24,0.077,284.08166666666665,25,52,0.481,9,20,0.45,10,15,0.667,9,39,48,24,6,8,11,5,19,12,69,-27,213.6,0,0,188.0,15,23,18,24,20,20,21,5,17,19,2,20,17,23,20,19,20,19,21,19,13,8,8,21,20,7,19,11,2,19
Players,1641787,Tosan Evbuomwan,Tosan,13,1,12,0.077,292.58666666666664,32,56,0.571,10,24,0.417,17,25,0.68,10,36,46,10,8,6,4,4,18,17,91,-100,183.2,0,0,177.0,22,24,10,25,20,20,21,4,19,22,5,19,16,20,17,18,19,23,20,19,19,10,11,18,20,17,21,11,1,20
Players,1641788,Alex Fudge,Alex,4,1,3,0.25,14.466666666666669,1,6,0.167,0,2,0.0,2,2,1.0,2,0,2,0,1,0,0,1,1,1,4,-20,5.4,0,0,6.0,21,20,2,20,21,20,20,20,18,20,18,15,16,1,15,20,20,20,18,20,17,3,2,18,20,12,21,8,4,21
Players,1641793,D'Moi Hodge,D'Moi,7,1,6,0.143,41.24333333333333,5,15,0.333,3,12,0.25,1,2,0.5,0,0,0,5,1,1,1,0,4,1,14,-35,26.5,0,0,26.0,19,20,5,21,18,17,18,16,13,14,14,17,16,17,19,20,21,18,18,18,14,1,4,18,17,14,17,8,4,18
Players,1641806,Markquis Nowell,Markquis,1,0,1,0.0,3.5166666666666666,0,1,0.0,0,0,0.0,2,2,1.0,2,0,2,2,0,1,0,1,0,1,2,4,10.4,0,0,8.0,28,26,2,26,29,28,28,28,26,27,26,26,26,1,26,28,28,27,28,27,26,4,1,28,28,5,28,12,2,28
Players,1641809,Drew Peterson,Drew,3,3,0,1.0,22.683333333333334,4,6,0.667,3,5,0.6,0,0,0.0,0,1,1,1,1,2,0,0,1,0,11,8,18.7,0,0,20.0,19,19,1,1,19,19,19,2,12,17,2,19,19,19,19,19,19,19,19,18,19,1,1,19,19,19,19,10,3,19
Players,1641816,Hunter Tyson,Hunter,18,14,4,0.778,47.97666666666667,8,20,0.4,4,14,0.286,0,0,0.0,1,8,9,2,2,1,0,0,10,0,20,8,34.8,0,0,37.0,17,16,1,2,17,16,15,16,14,14,15,17,17,17,15,17,17,16,15,17,15,1,3,17,17,9,17,8,2,17
Players,1641847,Andrew Funk,Andrew,5,3,2,0.6,13.4,0,4,0.0,0,3,0.0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,0,4,6.0,0,0,4.0,17,16,1,1,18,18,18,18,16,16,16,18,18,18,18,18,18,17,18,17,16,1,1,18,18,8,18,12,1,18
Players,1641851,Timmy Allen,Timmy,5,0,5,0.0,125.45166666666668,6,23,0.261,0,7,0.0,1,2,0.5,4,13,17,5,2,4,0,1,18,5,13,-65,50.9,0,0,43.0,28,31,8,31,25,29,28,32,30,28,30,27,28,24,27,26,26,27,29,25,31,4,13,26,29,18,29,15,1,29
Players,1641854,Craig Porter Jr.,Craig,51,30,21,0.588,649.355,116,228,0.509,12,34,0.353,41,56,0.732,21,88,109,118,45,21,15,16,40,50,285,-25,655.8,0,0,596.0,10,10,9,8,11,10,11,5,10,10,10,9,9,10,12,12,12,8,9,10,9,10,7,10,11,14,11,8,2,11
Players,1641871,Duop Reath,Duop,68,17,51,0.25,1214.115,230,499,0.461,88,245,0.359,69,93,0.742,93,157,250,67,52,33,38,35,161,94,617,-188,1178.5,1,0,1164.0,3,5,20,9,9,6,6,5,3,4,5,9,9,16,4,4,4,13,11,8,3,17,19,7,6,13,7,9,1,7
Players,1641877,Nathan Mensah,Nathan,25,3,22,0.12,306.64166666666665,12,28,0.429,0,0,0.0,9,12,0.75,29,36,65,9,14,6,14,2,64,19,33,-133,170.5,0,0,147.0,16,20,16,22,19,24,23,18,23,25,23,21,19,17,8,20,17,22,20,21,8,4,19,15,24,14,20,11,2,20
Players,1641926,Dexter Dennis,Dexter,4,1,3,0.25,29.866666666666667,10,19,0.526,1,8,0.125,1,3,0.333,1,8,9,4,3,0,1,0,1,3,22,-9,38.8,0,0,38.0,21,21,2,21,21,20,20,7,16,16,19,21,21,21,22,20,20,20,21,21,20,1,1,21,20,13,21,10,2,20
Players,1641931,Onuralp Bitim,Onuralp,23,11,12,0.478,267.9916666666667,32,84,0.381,12,44,0.273,4,5,0.8,6,26,32,13,10,3,2,5,24,8,80,-45,142.9,0,0,147.0,14,13,5,8,13,13,12,16,11,11,13,14,15,6,16,13,16,12,12,15,14,6,6,14,14,13,14,12,1,14
Players,1641970,Maozinha Pereira,Maozinha,7,2,5,0.286,121.63333333333334,18,35,0.514,5,13,0.385,7,10,0.7,11,26,37,2,5,6,4,2,10,8,48,9,120.4,1,0,112.0,25,23,8,19,26,23,26,4,19,22,4,21,22,19,17,22,22,31,25,22,20,8,7,22,23,2,24,11,1,23
Players,1641998,Trey Jemison,Trey,23,5,18,0.217,572.4983333333333,75,136,0.551,0,0,0.0,21,25,0.84,64,69,133,27,33,12,28,16,69,29,171,-113,458.1,1,0,411.0,15,19,20,27,15,17,19,3,30,31,30,16,18,7,4,15,12,19,14,17,7,22,25,18,18,23,17,11,1,18
Players,1642013,Malik Williams,Malik,7,2,5,0.286,106.50833333333334,9,34,0.265,1,5,0.2,0,2,0.0,15,23,38,2,3,3,4,7,15,2,19,-56,85.6,0,0,74.0,24,23,6,16,25,25,24,27,23,24,23,27,26,27,20,22,22,27,24,25,20,12,7,25,26,15,25,12,2,25
